,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,type,ID,Parent,Name,gbkey,transl_table,source,phase,end_range,partial,start_range
CDS_NC_009641.1_715224_716232_pos,NWMN_RS03595,WP_000120368.1,,715224,716232,pos,,inorganic phosphate transporter,Genbank:WP_000120368.1,COORDINATES: similar to AA sequence:RefSeq:YP_499229.1,CDS,cds-WP_000120368.1,gene-NWMN_RS03595,WP_000120368.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_716819_717617_neg,NWMN_RS03600,WP_000731644.1,,716819,717617,neg,,LysM peptidoglycan-binding domain-containing protein,Genbank:WP_000731644.1,COORDINATES: similar to AA sequence:RefSeq:YP_499230.1,CDS,cds-WP_000731644.1,gene-NWMN_RS03600,WP_000731644.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_717977_718622_pos,NWMN_RS03605,WP_000081602.1,,717977,718622,pos,,hypothetical protein,Genbank:WP_000081602.1,COORDINATES: similar to AA sequence:RefSeq:YP_499231.1,CDS,cds-WP_000081602.1,gene-NWMN_RS03605,WP_000081602.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_719318_721469_pos,NWMN_RS03610,WP_001129754.1,,719318,721469,pos,,helix-turn-helix transcriptional regulator,Genbank:WP_001129754.1,COORDINATES: similar to AA sequence:RefSeq:YP_499232.1,CDS,cds-WP_001129754.1,gene-NWMN_RS03610,WP_001129754.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_721614_721974_pos,NWMN_RS03615,WP_001090985.1,sarX,721614,721974,pos,,HTH-type transcriptional regulator SarX,Genbank:WP_001090985.1,COORDINATES: similar to AA sequence:RefSeq:WP_001090984.1,CDS,cds-WP_001090985.1,gene-NWMN_RS03615,WP_001090985.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_722163_722880_pos,NWMN_RS03620,WP_000532966.1,,722163,722880,pos,,YebC/PmpR family DNA-binding transcriptional regulator,Genbank:WP_000532966.1,COORDINATES: similar to AA sequence:RefSeq:WP_020366978.1,CDS,cds-WP_000532966.1,gene-NWMN_RS03620,WP_000532966.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_722879_723353_pos,NWMN_RS03625,WP_000833483.1,,722879,723353,pos,,cupin,Genbank:WP_000833483.1,COORDINATES: similar to AA sequence:RefSeq:YP_499235.1,CDS,cds-WP_000833483.1,gene-NWMN_RS03625,WP_000833483.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_723444_723561_pos,NWMN_RS03630,WP_001789973.1,,723444,723561,pos,,hypothetical protein,Genbank:WP_001789973.1,COORDINATES: similar to AA sequence:RefSeq:YP_499236.1,CDS,cds-WP_001789973.1,gene-NWMN_RS03630,WP_001789973.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_723705_724350_pos,NWMN_RS03635,WP_000865618.1,,723705,724350,pos,,DUF402 domain-containing protein,Genbank:WP_000865618.1,COORDINATES: similar to AA sequence:RefSeq:YP_499237.1,CDS,cds-WP_000865618.1,gene-NWMN_RS03635,WP_000865618.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_724465_725332_pos,NWMN_RS03640,WP_000687411.1,,724465,725332,pos,,LysR family transcriptional regulator,Genbank:WP_000687411.1,COORDINATES: similar to AA sequence:RefSeq:YP_499238.1,CDS,cds-WP_000687411.1,gene-NWMN_RS03640,WP_000687411.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_725670_726891_pos,NWMN_RS03650,WP_000367064.1,,725670,726891,pos,,MFS transporter,Genbank:WP_000367064.1,COORDINATES: similar to AA sequence:RefSeq:YP_499240.1,CDS,cds-WP_000367064.1,gene-NWMN_RS03650,WP_000367064.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_726887_727376_pos,NWMN_RS03655,WP_000152582.1,,726887,727376,pos,,DUF456 domain-containing protein,Genbank:WP_000152582.1,COORDINATES: similar to AA sequence:RefSeq:YP_499241.1,CDS,cds-WP_000152582.1,gene-NWMN_RS03655,WP_000152582.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_727474_728164_neg,NWMN_RS03660,WP_000842860.1,,727474,728164,neg,,hypothetical protein,Genbank:WP_000842860.1,COORDINATES: similar to AA sequence:RefSeq:YP_499242.1,CDS,cds-WP_000842860.1,gene-NWMN_RS03660,WP_000842860.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_728290_728734_pos,NWMN_RS03665,WP_001259684.1,,728290,728734,pos,,GNAT family N-acetyltransferase,Genbank:WP_001259684.1,COORDINATES: similar to AA sequence:RefSeq:YP_499243.1,CDS,cds-WP_001259684.1,gene-NWMN_RS03665,WP_001259684.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_728800_729196_pos,NWMN_RS03670,WP_000733431.1,,728800,729196,pos,,hypothetical protein,Genbank:WP_000733431.1,COORDINATES: similar to AA sequence:RefSeq:YP_499244.1,CDS,cds-WP_000733431.1,gene-NWMN_RS03670,WP_000733431.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_729333_729633_pos,NWMN_RS03675,WP_000545115.1,,729333,729633,pos,,hypothetical protein,Genbank:WP_000545115.1,COORDINATES: similar to AA sequence:RefSeq:YP_499245.1,CDS,cds-WP_000545115.1,gene-NWMN_RS03675,WP_000545115.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_729712_730255_pos,NWMN_RS03680,WP_000638613.1,,729712,730255,pos,,GNAT family N-acetyltransferase,Genbank:WP_000638613.1,COORDINATES: similar to AA sequence:RefSeq:YP_499246.1,CDS,cds-WP_000638613.1,gene-NWMN_RS03680,WP_000638613.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_730350_730917_neg,NWMN_RS03685,WP_000820892.1,,730350,730917,neg,,TIGR00730 family Rossman fold protein,Genbank:WP_000820892.1,COORDINATES: similar to AA sequence:RefSeq:YP_499247.1,CDS,cds-WP_000820892.1,gene-NWMN_RS03685,WP_000820892.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_730918_731377_neg,NWMN_RS03690,WP_000148828.1,,730918,731377,neg,,YaiI/YqxD family protein,Genbank:WP_000148828.1,COORDINATES: similar to AA sequence:RefSeq:YP_499248.1,CDS,cds-WP_000148828.1,gene-NWMN_RS03690,WP_000148828.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_731379_732063_neg,NWMN_RS03695,WP_000358498.1,,731379,732063,neg,,hypothetical protein,Genbank:WP_000358498.1,COORDINATES: similar to AA sequence:RefSeq:YP_499249.1,CDS,cds-WP_000358498.1,gene-NWMN_RS03695,WP_000358498.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_732234_733110_neg,NWMN_RS03700,WP_000469890.1,,732234,733110,neg,,undecaprenyl-diphosphate phosphatase,Genbank:WP_000469890.1,COORDINATES: similar to AA sequence:RefSeq:YP_499250.1,CDS,cds-WP_000469890.1,gene-NWMN_RS03700,WP_000469890.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_733328_734960_pos,NWMN_RS03705,WP_000737143.1,,733328,734960,pos,,ABC transporter ATP-binding protein/permease,Genbank:WP_000737143.1,COORDINATES: similar to AA sequence:RefSeq:YP_499251.1,CDS,cds-WP_000737143.1,gene-NWMN_RS03705,WP_000737143.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_734956_736630_pos,NWMN_RS03710,WP_000857602.1,,734956,736630,pos,,amino acid ABC transporter ATP-binding/permease protein,Genbank:WP_000857602.1,COORDINATES: similar to AA sequence:RefSeq:YP_499252.1,CDS,cds-WP_000857602.1,gene-NWMN_RS03710,WP_000857602.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_736756_737200_neg,NWMN_RS03715,WP_001283444.1,,736756,737200,neg,,MarR family transcriptional regulator,Genbank:WP_001283444.1,COORDINATES: similar to AA sequence:RefSeq:YP_499253.1,CDS,cds-WP_001283444.1,gene-NWMN_RS03715,WP_001283444.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_737426_738353_pos,NWMN_RS03720,WP_000794407.1,,737426,738353,pos,,GTP-binding protein,Genbank:WP_000794407.1,COORDINATES: similar to AA sequence:RefSeq:YP_499254.1,CDS,cds-WP_000794407.1,gene-NWMN_RS03720,WP_000794407.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_738455_739364_pos,NWMN_RS03725,WP_000435107.1,,738455,739364,pos,,aldo/keto reductase family oxidoreductase,Genbank:WP_000435107.1,COORDINATES: similar to AA sequence:RefSeq:YP_499255.1,CDS,cds-WP_000435107.1,gene-NWMN_RS03725,WP_000435107.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_739398_739686_pos,NWMN_RS03730,WP_000180419.1,,739398,739686,pos,,hypothetical protein,Genbank:WP_000180419.1,COORDINATES: similar to AA sequence:RefSeq:YP_499256.1,CDS,cds-WP_000180419.1,gene-NWMN_RS03730,WP_000180419.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_739968_741522_pos,NWMN_RS03735,WP_001288049.1,,739968,741522,pos,,DASS family sodium-coupled anion symporter,Genbank:WP_001288049.1,COORDINATES: similar to AA sequence:RefSeq:YP_499257.1,CDS,cds-WP_001288049.1,gene-NWMN_RS03735,WP_001288049.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_741607_742981_pos,NWMN_RS03740,WP_000952048.1,,741607,742981,pos,,deoxyribodipyrimidine photo-lyase,Genbank:WP_000952048.1,COORDINATES: similar to AA sequence:RefSeq:YP_499258.1,CDS,cds-WP_000952048.1,gene-NWMN_RS03740,WP_000952048.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_743135_743420_neg,NWMN_RS03745,WP_000154465.1,,743135,743420,neg,,hypothetical protein,Genbank:WP_000154465.1,COORDINATES: similar to AA sequence:RefSeq:WP_000154460.1,CDS,cds-WP_000154465.1,gene-NWMN_RS03745,WP_000154465.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_743416_744034_neg,NWMN_RS03750,WP_001191874.1,,743416,744034,neg,,DUF1361 domain-containing protein,Genbank:WP_001191874.1,COORDINATES: similar to AA sequence:RefSeq:YP_499260.1,CDS,cds-WP_001191874.1,gene-NWMN_RS03750,WP_001191874.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_744219_744642_neg,NWMN_RS03755,WP_000776018.1,,744219,744642,neg,,DNA-binding protein,Genbank:WP_000776018.1,COORDINATES: similar to AA sequence:RefSeq:YP_499261.1,CDS,cds-WP_000776018.1,gene-NWMN_RS03755,WP_000776018.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_744850_746017_pos,NWMN_RS03760,WP_001041272.1,norA,744850,746017,pos,,multidrug efflux MFS transporter NorA,Genbank:WP_001041272.1,COORDINATES: similar to AA sequence:RefSeq:YP_499262.1,CDS,cds-WP_001041272.1,gene-NWMN_RS03760,WP_001041272.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_746309_746762_pos,NWMN_RS03765,WP_000216727.1,,746309,746762,pos,,hypothetical protein,Genbank:WP_000216727.1,COORDINATES: similar to AA sequence:RefSeq:YP_499263.1,CDS,cds-WP_000216727.1,gene-NWMN_RS03765,WP_000216727.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_746935_747418_pos,NWMN_RS03770,WP_001107241.1,ybaK,746935,747418,pos,,Cys-tRNA(Pro) deacylase,Genbank:WP_001107241.1,COORDINATES: similar to AA sequence:RefSeq:YP_499264.1,CDS,cds-WP_001107241.1,gene-NWMN_RS03770,WP_001107241.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_747667_748432_pos,NWMN_RS03775,WP_000972699.1,,747667,748432,pos,,DeoR/GlpR transcriptional regulator,Genbank:WP_000972699.1,COORDINATES: similar to AA sequence:RefSeq:YP_499265.1,CDS,cds-WP_000972699.1,gene-NWMN_RS03775,WP_000972699.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_748428_749349_pos,NWMN_RS03780,WP_000640743.1,pfkB,748428,749349,pos,,1-phosphofructokinase,Genbank:WP_000640743.1,COORDINATES: similar to AA sequence:RefSeq:YP_499266.1,CDS,cds-WP_000640743.1,gene-NWMN_RS03780,WP_000640743.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_749354_751313_pos,NWMN_RS03785,WP_001266541.1,,749354,751313,pos,,PTS transporter subunit EIIA,Genbank:WP_001266541.1,COORDINATES: similar to AA sequence:RefSeq:YP_499267.1,CDS,cds-WP_001266541.1,gene-NWMN_RS03785,WP_001266541.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_751620_752802_pos,NWMN_RS03795,WP_001292247.1,nagA,751620,752802,pos,,N-acetylglucosamine-6-phosphate deacetylase,Genbank:WP_001292247.1,COORDINATES: similar to AA sequence:RefSeq:YP_499269.1,CDS,cds-WP_001292247.1,gene-NWMN_RS03795,WP_001292247.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_753022_754372_pos,NWMN_RS03800,WP_000450257.1,,753022,754372,pos,,HlyC/CorC family transporter,Genbank:WP_000450257.1,COORDINATES: similar to AA sequence:RefSeq:YP_499270.1,CDS,cds-WP_000450257.1,gene-NWMN_RS03800,WP_000450257.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_754593_755433_pos,NWMN_RS03805,WP_000931237.1,,754593,755433,pos,,aldo/keto reductase,Genbank:WP_000931237.1,COORDINATES: similar to AA sequence:RefSeq:YP_499271.1,CDS,cds-WP_000931237.1,gene-NWMN_RS03805,WP_000931237.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_755564_756548_pos,NWMN_RS03810,WP_000702782.1,,755564,756548,pos,,glycosyltransferase family 2 protein,Genbank:WP_000702782.1,COORDINATES: similar to AA sequence:RefSeq:YP_499272.1,CDS,cds-WP_000702782.1,gene-NWMN_RS03810,WP_000702782.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_756619_757675_neg,NWMN_RS03815,WP_000244421.1,,756619,757675,neg,,HAMP domain-containing histidine kinase,Genbank:WP_000244421.1,COORDINATES: similar to AA sequence:RefSeq:YP_499273.1,CDS,cds-WP_000244421.1,gene-NWMN_RS03815,WP_000244421.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_757674_758361_neg,NWMN_RS03820,WP_000149344.1,,757674,758361,neg,,response regulator transcription factor,Genbank:WP_000149344.1,COORDINATES: similar to AA sequence:RefSeq:YP_499274.1,CDS,cds-WP_000149344.1,gene-NWMN_RS03820,WP_000149344.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_758335_758809_neg,NWMN_RS03825,WP_001037807.1,,758335,758809,neg,,DoxX family protein,Genbank:WP_001037807.1,COORDINATES: similar to AA sequence:RefSeq:YP_499275.1,CDS,cds-WP_001037807.1,gene-NWMN_RS03825,WP_001037807.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_759150_759591_neg,NWMN_RS03830,WP_001093553.1,,759150,759591,neg,,DM13 domain-containing protein,Genbank:WP_001093553.1,COORDINATES: similar to AA sequence:RefSeq:YP_499276.1,CDS,cds-WP_001093553.1,gene-NWMN_RS03830,WP_001093553.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_759870_760455_neg,NWMN_RS03835,WP_000637687.1,,759870,760455,neg,,hypothetical protein,Genbank:WP_000637687.1,COORDINATES: similar to AA sequence:RefSeq:YP_499277.1,CDS,cds-WP_000637687.1,gene-NWMN_RS03835,WP_000637687.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_760553_761267_neg,NWMN_RS03840,WP_001062972.1,queE,760553,761267,neg,,7-carboxy-7-deazaguanine synthase QueE,Genbank:WP_001062972.1,COORDINATES: similar to AA sequence:RefSeq:YP_499278.1,CDS,cds-WP_001062972.1,gene-NWMN_RS03840,WP_001062972.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_761270_761690_neg,NWMN_RS03845,WP_000941336.1,queD,761270,761690,neg,,6-carboxytetrahydropterin synthase QueD,Genbank:WP_000941336.1,COORDINATES: similar to AA sequence:RefSeq:YP_499279.1,CDS,cds-WP_000941336.1,gene-NWMN_RS03845,WP_000941336.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_761691_762360_neg,NWMN_RS03850,WP_000446724.1,queC,761691,762360,neg,,7-cyano-7-deazaguanine synthase QueC,Genbank:WP_000446724.1,COORDINATES: similar to AA sequence:RefSeq:YP_499280.1,CDS,cds-WP_000446724.1,gene-NWMN_RS03850,WP_000446724.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_762710_763304_pos,NWMN_RS03855,WP_000604514.1,,762710,763304,pos,,aminodeoxychorismate/anthranilate synthase component II,Genbank:WP_000604514.1,COORDINATES: similar to AA sequence:RefSeq:YP_499281.1,CDS,cds-WP_000604514.1,gene-NWMN_RS03855,WP_000604514.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_763287_764439_pos,NWMN_RS03860,WP_001217785.1,,763287,764439,pos,,anthranilate synthase component I family protein,Genbank:WP_001217785.1,COORDINATES: similar to AA sequence:RefSeq:YP_499282.1,CDS,cds-WP_001217785.1,gene-NWMN_RS03860,WP_001217785.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_764438_765047_pos,NWMN_RS03865,WP_001175781.1,,764438,765047,pos,,aminotransferase class IV,Genbank:WP_001175781.1,COORDINATES: similar to AA sequence:RefSeq:YP_499283.1,CDS,cds-WP_001175781.1,gene-NWMN_RS03865,WP_001175781.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_765112_765319_pos,NWMN_RS03870,WP_001790169.1,,765112,765319,pos,,hypothetical protein,Genbank:WP_001790169.1,COORDINATES: similar to AA sequence:RefSeq:YP_499284.1,CDS,cds-WP_001790169.1,gene-NWMN_RS03870,WP_001790169.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_765406_766117_pos,NWMN_RS03875,WP_000708692.1,,765406,766117,pos,,allophanate hydrolase subunit 1,Genbank:WP_000708692.1,COORDINATES: similar to AA sequence:RefSeq:YP_499285.1,CDS,cds-WP_000708692.1,gene-NWMN_RS03875,WP_000708692.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_766100_767105_pos,NWMN_RS03880,WP_000022323.1,,766100,767105,pos,,biotin-dependent carboxyltransferase family protein,Genbank:WP_000022323.1,COORDINATES: similar to AA sequence:RefSeq:YP_499286.1,CDS,cds-WP_000022323.1,gene-NWMN_RS03880,WP_000022323.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_767578_769519_pos,NWMN_RS03885,WP_000098285.1,,767578,769519,pos,,polyglycerol-phosphate lipoteichoic acid synthase LtaS,Genbank:WP_000098285.1,COORDINATES: similar to AA sequence:RefSeq:YP_499287.1,CDS,cds-WP_000098285.1,gene-NWMN_RS03885,WP_000098285.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_769789_771673_pos,NWMN_RS03895,WP_000525109.1,,769789,771673,pos,,ABC-F family ATP-binding cassette domain-containing protein,Genbank:WP_000525109.1,COORDINATES: similar to AA sequence:RefSeq:YP_499289.1,CDS,cds-WP_000525109.1,gene-NWMN_RS03895,WP_000525109.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_771684_773466_pos,NWMN_RS03900,WP_000983677.1,recQ,771684,773466,pos,,DNA helicase RecQ,Genbank:WP_000983677.1,COORDINATES: similar to AA sequence:RefSeq:YP_499290.1,CDS,cds-WP_000983677.1,gene-NWMN_RS03900,WP_000983677.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_773687_774665_pos,NWMN_RS03905,WP_000589260.1,,773687,774665,pos,,ABC transporter ATP-binding protein,Genbank:WP_000589260.1,COORDINATES: similar to AA sequence:RefSeq:YP_499291.1,CDS,cds-WP_000589260.1,gene-NWMN_RS03905,WP_000589260.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_774657_776172_pos,NWMN_RS03910,WP_000180991.1,,774657,776172,pos,,ABC transporter permease/substrate-binding protein,Genbank:WP_000180991.1,COORDINATES: similar to AA sequence:RefSeq:YP_499292.1,CDS,cds-WP_000180991.1,gene-NWMN_RS03910,WP_000180991.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_776411_777470_pos,NWMN_RS03915,WP_000663030.1,hisC,776411,777470,pos,,histidinol-phosphate transaminase,Genbank:WP_000663030.1,COORDINATES: similar to AA sequence:RefSeq:YP_499293.1,CDS,cds-WP_000663030.1,gene-NWMN_RS03915,WP_000663030.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_777820_778363_pos,NWMN_RS03920,WP_000197271.1,,777820,778363,pos,,5'-3'-deoxyribonucleotidase,Genbank:WP_000197271.1,COORDINATES: similar to AA sequence:RefSeq:YP_499294.1,CDS,cds-WP_000197271.1,gene-NWMN_RS03920,WP_000197271.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_779042_779960_neg,NWMN_RS03930,WP_000429014.1,,779042,779960,neg,,lipid kinase,Genbank:WP_000429014.1,COORDINATES: similar to AA sequence:RefSeq:YP_499296.1,CDS,cds-WP_000429014.1,gene-NWMN_RS03930,WP_000429014.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_780050_780152_pos,NWMN_RS03935,WP_001790641.1,,780050,780152,pos,,hypothetical protein,Genbank:WP_001790641.1,COORDINATES: similar to AA sequence:RefSeq:YP_499297.1,CDS,cds-WP_001790641.1,gene-NWMN_RS03935,WP_001790641.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_780229_781735_neg,NWMN_RS03940,WP_000193751.1,,780229,781735,neg,,peptide MFS transporter,Genbank:WP_000193751.1,COORDINATES: similar to AA sequence:RefSeq:YP_499298.1,CDS,cds-WP_000193751.1,gene-NWMN_RS03940,WP_000193751.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_781800_782046_neg,NWMN_RS15200,WP_001788366.1,,781800,782046,neg,,hypothetical protein,Genbank:WP_001788366.1,COORDINATES: similar to AA sequence:RefSeq:WP_001788366.1,CDS,cds-WP_001788366.1,gene-NWMN_RS15200,WP_001788366.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_782075_782576_neg,NWMN_RS03945,WP_000930014.1,queF,782075,782576,neg,,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,Genbank:WP_000930014.1,COORDINATES: similar to AA sequence:RefSeq:YP_499299.1,CDS,cds-WP_000930014.1,gene-NWMN_RS03945,WP_000930014.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_782595_783462_neg,NWMN_RS03950,WP_001068497.1,,782595,783462,neg,,DMT family transporter,Genbank:WP_001068497.1,COORDINATES: similar to AA sequence:RefSeq:WP_001594836.1,CDS,cds-WP_001068497.1,gene-NWMN_RS03950,WP_001068497.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_783846_784113_pos,NWMN_RS15205,WP_001790091.1,,783846,784113,pos,,hypothetical protein,Genbank:WP_001790091.1,COORDINATES: similar to AA sequence:RefSeq:WP_011382218.1,CDS,cds-WP_001790091.1,gene-NWMN_RS15205,WP_001790091.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_784262_784661_pos,NWMN_RS03955,WP_000692521.1,nrdI,784262,784661,pos,,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI,Genbank:WP_000692521.1,COORDINATES: similar to AA sequence:RefSeq:YP_499301.1,CDS,cds-WP_000692521.1,gene-NWMN_RS03955,WP_000692521.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_784623_786729_pos,NWMN_RS03960,WP_000855505.1,nrdE,784623,786729,pos,,class 1b ribonucleoside-diphosphate reductase subunit alpha,Genbank:WP_000855505.1,COORDINATES: similar to AA sequence:RefSeq:NP_764068.1,CDS,cds-WP_000855505.1,gene-NWMN_RS03960,WP_000855505.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_786846_787818_pos,NWMN_RS03965,WP_000562498.1,nrdF,786846,787818,pos,,class 1b ribonucleoside-diphosphate reductase subunit beta,Genbank:WP_000562498.1,COORDINATES: similar to AA sequence:RefSeq:YP_499303.1,CDS,cds-WP_000562498.1,gene-NWMN_RS03965,WP_000562498.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_788331_788487_pos,NWMN_RS03975,WP_000499195.1,,788331,788487,pos,,hypothetical protein,Genbank:WP_000499195.1,COORDINATES: similar to AA sequence:RefSeq:YP_499305.1,CDS,cds-WP_000499195.1,gene-NWMN_RS03975,WP_000499195.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_788525_789497_pos,NWMN_RS03980,WP_000876318.1,,788525,789497,pos,,ABC transporter permease,Genbank:WP_000876318.1,COORDINATES: similar to AA sequence:RefSeq:YP_499306.1,CDS,cds-WP_000876318.1,gene-NWMN_RS03980,WP_000876318.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_789483_790440_pos,NWMN_RS03985,WP_001245577.1,,789483,790440,pos,,iron chelate uptake ABC transporter family permease subunit,Genbank:WP_001245577.1,COORDINATES: similar to AA sequence:RefSeq:YP_499307.1,CDS,cds-WP_001245577.1,gene-NWMN_RS03985,WP_001245577.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_790436_791198_pos,NWMN_RS03990,WP_000616842.1,,790436,791198,pos,,ABC transporter ATP-binding protein,Genbank:WP_000616842.1,COORDINATES: similar to AA sequence:RefSeq:YP_499308.1,CDS,cds-WP_000616842.1,gene-NWMN_RS03990,WP_000616842.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_791316_792345_pos,NWMN_RS03995,WP_000754443.1,,791316,792345,pos,,siderophore ABC transporter substrate-binding protein,Genbank:WP_000754443.1,COORDINATES: similar to AA sequence:RefSeq:YP_499309.1,CDS,cds-WP_000754443.1,gene-NWMN_RS03995,WP_000754443.1,CDS,11,Protein Homology,0,,,
