,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_CP065825.1_786754_787276_neg,CP065825.1,I8N74_03920,QPV92876.1,fldB,786754,787276,neg,,flavodoxin FldB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228691.1
CDS_CP065825.1_787376_788273_pos,CP065825.1,I8N74_03925,QPV92877.1,xerD,787376,788273,pos,,site-specific tyrosine recombinase XerD,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228690.1
CDS_CP065825.1_788295_789009_pos,CP065825.1,I8N74_03930,QPV92878.1,dsbC,788295,789009,pos,,bifunctional protein-disulfide isomerase/oxidoreductase DsbC,,5.3.4.1,,COORDINATES: similar to AA sequence:RefSeq:YP_005228689.1
CDS_CP065825.1_789014_790748_pos,CP065825.1,I8N74_03935,QPV92879.1,recJ,789014,790748,pos,,single-stranded-DNA-specific exonuclease RecJ,,3.1.11.6,,COORDINATES: similar to AA sequence:RefSeq:YP_005228688.1
CDS_CP065825.1_790833_791932_pos,CP065825.1,I8N74_03940,QPV92880.1,prfB,790833,791932,pos,,peptide chain release factor 2,,,,COORDINATES: similar to AA sequence:RefSeq:NP_311790.1
CDS_CP065825.1_791941_793459_pos,CP065825.1,I8N74_03945,QPV92881.1,lysS,791941,793459,pos,,lysine--tRNA ligase,,6.1.1.6,,COORDINATES: similar to AA sequence:RefSeq:WP_001740376.1
CDS_CP065825.1_793694_794249_neg,CP065825.1,I8N74_03950,QPV92882.1,idi,793694,794249,neg,,isopentenyl-diphosphate Delta-isomerase,,5.3.3.2,,COORDINATES: similar to AA sequence:RefSeq:YP_005228685.1
CDS_CP065825.1_794565_795279_pos,CP065825.1,I8N74_03955,QPV92883.1,,794565,795279,pos,,peptidoglycan DD-metalloendopeptidase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228683.1
CDS_CP065825.1_795600_796989_neg,CP065825.1,I8N74_03965,QPV94505.1,,795600,796989,neg,,MFS transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228682.1
CDS_CP065825.1_797118_798048_pos,CP065825.1,I8N74_03970,QPV92884.1,,797118,798048,pos,,LysR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228681.1
CDS_CP065825.1_798411_799215_neg,CP065825.1,I8N74_03975,QPV92885.1,,798411,799215,neg,,carboxymuconolactone decarboxylase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228680.1
CDS_CP065825.1_799247_800267_neg,CP065825.1,I8N74_03980,QPV92886.1,,799247,800267,neg,,aldo/keto reductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228679.1
CDS_CP065825.1_800287_800845_neg,CP065825.1,I8N74_03985,QPV92887.1,,800287,800845,neg,,NAD(P)H-dependent oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228678.1
CDS_CP065825.1_800853_801162_neg,CP065825.1,I8N74_03990,QPV92888.1,,800853,801162,neg,,superoxide dismutase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228677.1
CDS_CP065825.1_801300_802200_pos,CP065825.1,I8N74_03995,QPV92889.1,,801300,802200,pos,,LysR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228676.1
CDS_CP065825.1_802368_802572_neg,CP065825.1,I8N74_04000,QPV92890.1,,802368,802572,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP065825.1_802650_803223_neg,CP065825.1,I8N74_04005,QPV92891.1,,802650,803223,neg,,DUF1349 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228675.1
CDS_CP065825.1_803253_803547_neg,CP065825.1,I8N74_04010,QPV92892.1,,803253,803547,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228674.1
CDS_CP065825.1_803765_804095_pos,CP065825.1,I8N74_04015,QPV92893.1,,803765,804095,pos,,metalloregulator ArsR/SmtB family transcription factor,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228673.1
CDS_CP065825.1_804146_805439_pos,CP065825.1,I8N74_04020,QPV92894.1,,804146,805439,pos,,arsenic transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228672.1
CDS_CP065825.1_805448_805871_pos,CP065825.1,I8N74_04025,QPV92895.1,arsC,805448,805871,pos,,glutaredoxin-dependent arsenate reductase,,1.20.4.1,,COORDINATES: similar to AA sequence:RefSeq:YP_005228671.1
CDS_CP065825.1_806343_807897_pos,CP065825.1,I8N74_04030,QPV92896.1,,806343,807897,pos,,peptide MFS transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228670.1
CDS_CP065825.1_808081_808381_pos,CP065825.1,I8N74_04035,QPV92897.1,,808081,808381,pos,,DUF1889 family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228669.1
CDS_CP065825.1_808645_810094_neg,CP065825.1,I8N74_04040,QPV92898.1,,808645,810094,neg,,MdtP family multidrug efflux transporter outer membrane subunit,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228668.1
CDS_CP065825.1_810090_812028_neg,CP065825.1,I8N74_04045,QPV92899.1,mdtO,810090,812028,neg,,multidrug efflux transporter permease subunit MdtO,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228667.1
CDS_CP065825.1_812040_813066_neg,CP065825.1,I8N74_04050,QPV92900.1,mdtN,812040,813066,neg,,multidrug transporter subunit MdtN,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228666.1
CDS_CP065825.1_813072_813345_neg,CP065825.1,I8N74_04055,QPV92901.1,,813072,813345,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228665.1
CDS_CP065825.1_813550_813781_pos,CP065825.1,I8N74_04060,QPV92902.1,,813550,813781,pos,,(4Fe-4S)-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_313135.1
CDS_CP065825.1_813792_814065_pos,CP065825.1,I8N74_04065,QPV92903.1,,813792,814065,pos,,N-acetyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228663.1
CDS_CP065825.1_814107_815520_neg,CP065825.1,I8N74_04070,QPV92904.1,,814107,815520,neg,,EAL domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004889889.1
CDS_CP065825.1_815516_816422_neg,CP065825.1,I8N74_04075,QPV94506.1,,815516,816422,neg,,fimbrial protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_313306.1
CDS_CP065825.1_816439_816925_neg,CP065825.1,I8N74_04080,QPV94507.1,,816439,816925,neg,,type 1 fimbrial protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228660.1
CDS_CP065825.1_816952_817480_neg,CP065825.1,I8N74_04085,QPV94508.1,,816952,817480,neg,,type 1 fimbrial protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228659.1
CDS_CP065825.1_817490_820103_neg,CP065825.1,I8N74_04090,QPV92905.1,,817490,820103,neg,,fimbrial biogenesis usher protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228658.1
CDS_CP065825.1_820184_820910_neg,CP065825.1,I8N74_04095,QPV92906.1,,820184,820910,neg,,fimbria/pilus periplasmic chaperone,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016161785.1
CDS_CP065825.1_820938_821475_neg,CP065825.1,I8N74_04100,QPV92907.1,,820938,821475,neg,,type 1 fimbrial protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228656.1
CDS_CP065825.1_821545_822094_neg,CP065825.1,I8N74_04105,QPV92908.1,fimA,821545,822094,neg,,type 1 fimbrial major subunit FimA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228655.1
CDS_CP065825.1_822573_823182_neg,CP065825.1,I8N74_04110,QPV92909.1,fimE,822573,823182,neg,,type 1 fimbria switch DNA invertase FimE,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228653.1
CDS_CP065825.1_823647_824253_neg,CP065825.1,I8N74_04115,QPV92910.1,fimB,823647,824253,neg,,type 1 fimbria switch DNA invertase FimB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015875142.1
CDS_CP065825.1_825470_826427_pos,CP065825.1,I8N74_04120,QPV92911.1,,825470,826427,pos,,nickel/cobalt transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228651.1
CDS_CP065825.1_826423_826930_neg,CP065825.1,I8N74_04125,QPV92912.1,,826423,826930,neg,,MarR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228650.1
CDS_CP065825.1_827011_827899_pos,CP065825.1,I8N74_04130,,,827011,827899,pos,True,EamA family transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228649.1
CDS_CP065825.1_828002_828212_neg,CP065825.1,I8N74_04135,QPV92913.1,,828002,828212,neg,,DUF1471 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228648.1
CDS_CP065825.1_828917_829526_pos,CP065825.1,I8N74_04140,QPV92914.1,mrkA,828917,829526,pos,,type 3 fimbria major subunit MrkA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228647.1
CDS_CP065825.1_829621_830323_pos,CP065825.1,I8N74_04145,QPV92915.1,mrkB,829621,830323,pos,,type 3 fimbria chaperone MrkB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004211921.1
CDS_CP065825.1_830334_832821_pos,CP065825.1,I8N74_04150,QPV92916.1,mrkC,830334,832821,pos,,type 3 fimbria usher protein MrkC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228645.1
CDS_CP065825.1_832811_833807_pos,CP065825.1,I8N74_04155,QPV92917.1,mrkD,832811,833807,pos,,type 3 fimbria adhesin subunit MrkD,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228644.1
CDS_CP065825.1_833820_834456_pos,CP065825.1,I8N74_04160,QPV92918.1,mrkF,833820,834456,pos,,type 3 fimbria minor subunit MrkF,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228643.1
CDS_CP065825.1_834490_835207_neg,CP065825.1,I8N74_04165,QPV92919.1,mkrJ,834490,835207,neg,,phosphodiesterase MrkJ,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228642.1
CDS_CP065825.1_835350_835923_neg,CP065825.1,I8N74_04170,QPV92920.1,mrkI,835350,835923,neg,,transcriptional regulator MrkI,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228641.1
CDS_CP065825.1_835940_836645_neg,CP065825.1,I8N74_04175,QPV92921.1,mrkH,835940,836645,neg,,transcriptional activator MrkH,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228640.1
CDS_CP065825.1_837027_837906_neg,CP065825.1,I8N74_04180,QPV92922.1,,837027,837906,neg,,aldo/keto reductase family oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228639.1
CDS_CP065825.1_838023_839253_neg,CP065825.1,I8N74_04185,QPV92923.1,,838023,839253,neg,,transporter,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004205392.1
CDS_CP065825.1_839376_839838_neg,CP065825.1,I8N74_04190,QPV92924.1,,839376,839838,neg,,multidrug/biocide efflux PACE transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228637.1
CDS_CP065825.1_839940_840810_pos,CP065825.1,I8N74_04195,QPV92925.1,,839940,840810,pos,,LysR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228636.1
CDS_CP065825.1_840928_842107_pos,CP065825.1,I8N74_04200,QPV92926.1,,840928,842107,pos,,acetyl-CoA C-acetyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228635.1
CDS_CP065825.1_842355_843051_pos,CP065825.1,I8N74_04205,QPV92927.1,ompK26,842355,843051,pos,,KdgM family porin OmpK26,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228634.1
CDS_CP065825.1_843186_844362_neg,CP065825.1,I8N74_04210,QPV92928.1,,843186,844362,neg,,PD40 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228633.1
CDS_CP065825.1_844847_845609_pos,CP065825.1,I8N74_04215,QPV92929.1,kduD,844847,845609,pos,,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD,,1.1.1.127,,COORDINATES: similar to AA sequence:RefSeq:YP_005228631.1
CDS_CP065825.1_845904_847326_pos,CP065825.1,I8N74_04220,QPV92930.1,,845904,847326,pos,,sugar porter family MFS transporter,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004149648.1
CDS_CP065825.1_847322_848318_neg,CP065825.1,I8N74_04225,QPV92931.1,,847322,848318,neg,,LacI family DNA-binding transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228629.1
CDS_CP065825.1_848412_848547_pos,CP065825.1,I8N74_04230,QPV92932.1,,848412,848547,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228628.1
CDS_CP065825.1_848559_849801_pos,CP065825.1,I8N74_04235,QPV92933.1,,848559,849801,pos,,MFS transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228627.1
CDS_CP065825.1_849820_851254_pos,CP065825.1,I8N74_04240,QPV94509.1,,849820,851254,pos,,glycoside hydrolase family 32 protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228626.1
CDS_CP065825.1_851375_852719_pos,CP065825.1,I8N74_04245,QPV92934.1,,851375,852719,pos,,carbohydrate porin,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228625.1
CDS_CP065825.1_852778_854065_neg,CP065825.1,I8N74_04250,QPV92935.1,,852778,854065,neg,,carbohydrate ABC transporter substrate-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228624.1
CDS_CP065825.1_854081_855209_neg,CP065825.1,I8N74_04255,QPV92936.1,,854081,855209,neg,,ABC transporter ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228623.1
CDS_CP065825.1_855221_856124_neg,CP065825.1,I8N74_04260,QPV92937.1,,855221,856124,neg,,carbohydrate ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228622.1
CDS_CP065825.1_856116_857007_neg,CP065825.1,I8N74_04265,QPV92938.1,,856116,857007,neg,,sugar ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228621.1
CDS_CP065825.1_857458_857785_neg,CP065825.1,I8N74_04270,QPV92939.1,,857458,857785,neg,,cupin domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228620.1
CDS_CP065825.1_857924_858638_pos,CP065825.1,I8N74_04275,QPV92940.1,,857924,858638,pos,,aspartate/glutamate racemase,,5.1.1.-,,COORDINATES: similar to AA sequence:RefSeq:YP_005228619.1
CDS_CP065825.1_858603_859530_neg,CP065825.1,I8N74_04280,QPV92941.1,,858603,859530,neg,,LysR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228618.1
CDS_CP065825.1_859666_860929_pos,CP065825.1,I8N74_04285,QPV92942.1,lysA,859666,860929,pos,,diaminopimelate decarboxylase,,4.1.1.20,,COORDINATES: similar to AA sequence:RefSeq:YP_005228617.1
CDS_CP065825.1_860921_861923_neg,CP065825.1,I8N74_04290,QPV94510.1,,860921,861923,neg,,LacI family DNA-binding transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228616.1
CDS_CP065825.1_862222_863560_pos,CP065825.1,I8N74_04295,QPV92943.1,,862222,863560,pos,,PTS sugar transporter subunit IIC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228615.1
CDS_CP065825.1_863567_864995_pos,CP065825.1,I8N74_04300,QPV92944.1,,863567,864995,pos,,glycoside hydrolase family 1 protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228614.1
CDS_CP065825.1_865062_865836_pos,CP065825.1,I8N74_04305,QPV92945.1,,865062,865836,pos,,GntR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228613.1
CDS_CP065825.1_865832_866312_pos,CP065825.1,I8N74_04310,QPV92946.1,,865832,866312,pos,,GNAT family N-acetyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228612.1
CDS_CP065825.1_866272_867289_neg,CP065825.1,I8N74_04315,QPV92947.1,galR,866272,867289,neg,,HTH-type transcriptional regulator GalR,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228611.1
CDS_CP065825.1_867382_867647_pos,CP065825.1,I8N74_04320,,,867382,867647,pos,True,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228610.1
CDS_CP065825.1_867910_870070_pos,CP065825.1,I8N74_04325,QPV92948.1,aas,867910,870070,pos,,bifunctional acyl-ACP--phospholipid O-acyltransferase/long-chain-fatty-acid--ACP ligase,,2.3.1.40,,COORDINATES: similar to AA sequence:RefSeq:YP_005228609.1
CDS_CP065825.1_870062_871256_pos,CP065825.1,I8N74_04330,QPV92949.1,lplT,870062,871256,pos,,lysophospholipid transporter LplT,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228608.1
CDS_CP065825.1_871358_872399_neg,CP065825.1,I8N74_04335,QPV92950.1,,871358,872399,neg,,NADP(H)-dependent aldo-keto reductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228607.1
CDS_CP065825.1_872619_872838_neg,CP065825.1,I8N74_04340,QPV92951.1,,872619,872838,neg,,YgdI/YgdR family lipoprotein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228606.1
CDS_CP065825.1_872961_873675_neg,CP065825.1,I8N74_04345,QPV92952.1,,872961,873675,neg,,TerC family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228605.1
CDS_CP065825.1_873738_874434_neg,CP065825.1,I8N74_04350,QPV92953.1,mutH,873738,874434,neg,,DNA mismatch repair endonuclease MutH,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228604.1
CDS_CP065825.1_874519_874663_neg,CP065825.1,I8N74_04355,QPV92954.1,,874519,874663,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228603.1
CDS_CP065825.1_875116_875647_pos,CP065825.1,I8N74_04360,QPV92955.1,rppH,875116,875647,pos,,RNA pyrophosphohydrolase,,3.6.1.-,,COORDINATES: similar to AA sequence:RefSeq:WP_001655775.1
CDS_CP065825.1_875659_877906_pos,CP065825.1,I8N74_04365,QPV92956.1,ptsP,875659,877906,pos,,phosphoenolpyruvate--protein phosphotransferase,,2.7.3.9,,COORDINATES: similar to AA sequence:RefSeq:YP_005228601.1
CDS_CP065825.1_878151_879027_pos,CP065825.1,I8N74_04370,QPV92957.1,lgt,878151,879027,pos,,prolipoprotein diacylglyceryl transferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228600.1
CDS_CP065825.1_879033_879828_pos,CP065825.1,I8N74_04375,QPV92958.1,thyA,879033,879828,pos,,thymidylate synthase,,2.1.1.45,,COORDINATES: similar to AA sequence:RefSeq:WP_005123418.1
CDS_CP065825.1_880013_880565_pos,CP065825.1,I8N74_04380,QPV92959.1,,880013,880565,pos,,prepilin peptidase-dependent protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228598.1
CDS_CP065825.1_880561_881119_pos,CP065825.1,I8N74_04385,QPV92960.1,,880561,881119,pos,,prepilin peptidase-dependent protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228597.1
CDS_CP065825.1_881115_881523_pos,CP065825.1,I8N74_04390,QPV92961.1,,881115,881523,pos,,DUF2509 family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228596.1
CDS_CP065825.1_881507_881831_pos,CP065825.1,I8N74_04395,QPV92962.1,,881507,881831,pos,,prepilin-type N-terminal cleavage/methylation domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228595.1
CDS_CP065825.1_881843_885221_pos,CP065825.1,I8N74_04400,QPV92963.1,recC,881843,885221,pos,,exodeoxyribonuclease V subunit gamma,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228594.1
CDS_CP065825.1_885341_888227_pos,CP065825.1,I8N74_04405,QPV92964.1,ptrA,885341,888227,pos,,pitrilysin,,3.4.24.55,,COORDINATES: similar to AA sequence:RefSeq:NP_417298.1
CDS_CP065825.1_888223_891760_pos,CP065825.1,I8N74_04410,QPV92965.1,recB,888223,891760,pos,,exodeoxyribonuclease V subunit beta,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004151968.1
CDS_CP065825.1_891756_893601_pos,CP065825.1,I8N74_04415,QPV92966.1,recD,891756,893601,pos,,exodeoxyribonuclease V subunit alpha,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228591.1
CDS_CP065825.1_893658_893979_neg,CP065825.1,I8N74_04420,QPV92967.1,,893658,893979,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228590.1
CDS_CP065825.1_894208_895540_neg,CP065825.1,I8N74_04425,QPV92968.1,argA,894208,895540,neg,,amino-acid N-acetyltransferase,,2.3.1.1,,COORDINATES: similar to AA sequence:RefSeq:YP_005228589.1
CDS_CP065825.1_895767_897021_pos,CP065825.1,I8N74_04430,QPV92969.1,,895767,897021,pos,,N-acetylmuramoyl-L-alanine amidase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228588.1
CDS_CP065825.1_897038_898115_pos,CP065825.1,I8N74_04435,QPV92970.1,,897038,898115,pos,,threonine-phosphate decarboxylase,,4.1.1.81,,COORDINATES: similar to AA sequence:RefSeq:YP_005228587.1
CDS_CP065825.1_898118_898985_neg,CP065825.1,I8N74_04440,QPV92971.1,,898118,898985,neg,,L-threonine kinase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015632997.1
CDS_CP065825.1_899076_900291_neg,CP065825.1,I8N74_04445,QPV92972.1,,899076,900291,neg,,acetate/propionate family kinase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228585.1
CDS_CP065825.1_900287_900728_neg,CP065825.1,I8N74_04450,QPV92973.1,pduV,900287,900728,neg,,propanediol utilization protein PduV,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228584.1
CDS_CP065825.1_900732_901083_neg,CP065825.1,I8N74_04455,QPV92974.1,pduU,900732,901083,neg,,propanediol utilization microcompartment protein PduU,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228583.1
CDS_CP065825.1_901082_901637_neg,CP065825.1,I8N74_04460,QPV92975.1,pduT,901082,901637,neg,,propanediol utilization microcompartment protein PduT,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228582.1
CDS_CP065825.1_901639_902992_neg,CP065825.1,I8N74_04465,QPV92976.1,,901639,902992,neg,,SLBB domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228581.1
CDS_CP065825.1_902988_904101_neg,CP065825.1,I8N74_04470,QPV92977.1,pduQ,902988,904101,neg,,1-propanol dehydrogenase PduQ,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228580.1
CDS_CP065825.1_904112_905501_neg,CP065825.1,I8N74_04475,QPV92978.1,pduP,904112,905501,neg,,CoA-acylating propionaldehyde dehydrogenase PduP,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228579.1
CDS_CP065825.1_905497_906514_neg,CP065825.1,I8N74_04480,QPV92979.1,pduO,905497,906514,neg,,"two-domain cob(I)yrinic acid a,c-diamide adenosyltransferase PduO",,2.5.1.17,,COORDINATES: similar to AA sequence:RefSeq:YP_005228578.1
CDS_CP065825.1_906524_906800_neg,CP065825.1,I8N74_04485,QPV92980.1,,906524,906800,neg,,ethanolamine utilization protein EutN,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228577.1
